id,i,name_tokens,ingredient_tokens,steps_tokens,techniques,calorie_level,ingredient_ids
174,4286,"[40480, 5867, 13521, 556, 19104, 40481]","[[8780], [19414], [19104], [6953, 296, 11332], [2832, 1454, 3204], [16954, 673, 944], [5867, 6382], [31801, 5867, 6285]]","[40480, 40482, 9423, 7648, 268, 498, 481, 8780, 500, 246, 6847, 40478, 40482, 4846, 481, 19414, 488, 4835, 836, 1073, 2022, 40478, 40482, 4846, 481, 19104, 488, 6953, 488, 11332, 485, 3301, 488, 5539, 1073, 2022, 40478, 40482, 4846, 481, 3204, 240, 16954, 673, 944, 488, 6382, 488, 3423, 6913, 240, 9822, 240, 1073, 481, 5379, 544, 862, 8376, 40478, 40482, 5463, 40478, 40482, 2523, 551, 481, 5867, 6285, 485, 531, 784, 23171, 488, 1082, 1183, 566, 504, 246, 5070, 498, 14653, 40478, 40482, 18830, 481, 19104, 9019, 1210, 688, 488, 12039, 556, 481, 5040, 8780, 40478, 40482, 6748, 481, 14653, 715, 481, 1495, 488, 8422, 481, 6195, 40478, 40482, 485, 9233, 1082, 39259, 504, 246, 15473, 5070, 488, 9233, 240, 674, 2653, 500, 246, 4438, 2165, 40478, 40482, 8422, 240, 12446, 488, 2294, 485, 481, 15460, 40478, 40482, 485, 4103, 1082, 481, 14653, 39259, 504, 246, 15473, 5070, 40478, 40482, 5539, 617, 4787, 500, 246, 729, 6720, 1845, 10906, 240, 42, 7379, 263, 240, 562, 670, 277, 2088, 40478, 40482, 6018, 481, 14653, 488, 35009, 556, 734, 5612, 40478, 40481]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,"[840, 5010, 4863, 6273, 2461, 7230, 1297, 1252]"
175,8779,"[40480, 23031, 14259, 40481]","[[6953], [11332], [15022, 8361], [17869, 6020], [23031], [22942, 10734], [652, 25, 3035, 11959, 10734], [1845, 11332, 10734], [14259]]","[40480, 40482, 729, 2525, 10906, 485, 43, 42, 46, 250, 40478, 40482, 500, 246, 1220, 5024, 240, 23667, 481, 6953, 240, 11332, 240, 488, 15022, 8361, 40478, 40482, 7582, 715, 3334, 498, 14259, 40478, 40482, 500, 246, 19351, 10906, 240, 2525, 481, 6020, 485, 1845, 488, 2507, 14259, 504, 589, 2000, 40478, 40482, 10553, 14259, 485, 25175, 6847, 40478, 40482, 23667, 589, 481, 5040, 16126, 40478, 40482, 8240, 715, 14259, 40478, 40482, 2454, 488, 14259, 562, 280, 277, 278, 280, 260, 281, 1808, 1073, 4941, 40478, 40481]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,"[6270, 5319, 3217, 7557, 1639, 1330, 7946, 3800, 6103]"
176,96851,"[40480, 23031, 5409, 40481]","[[17918], [1454, 6444], [20613], [15473, 10166], [6796, 5940], [8780], [10502], [15000], [6812], [13134, 29917]]","[40480, 40482, 2523, 589, 568, 6812, 488, 29917, 562, 867, 1571, 40478, 40482, 4846, 6812, 488, 2523, 867, 1571, 725, 40478, 40482, 9467, 500, 29917, 40478, 40482, 19007, 500, 291, 272, 7877, 6847, 562, 14635, 1571, 40478, 40482, 23948, 271, 277, 278, 280, 3026, 8780, 522, 7424, 745, 281, 13020, 9082, 20613, 277, 7931, 23618, 6444, 277, 278, 281, 3026, 10502, 522, 32411, 277, 3026, 17163, 7327, 7087, 8780, 240, 20613, 240, 6444, 488, 10502, 862, 1281, 488, 4846, 17163, 7327, 40478, 40482, 8240, 715, 1845, 5409, 40478, 40481]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,"[2683, 7790, 1584, 335, 869, 840, 1638, 7449, 2499, 241]"
178,129631,"[40480, 21758, 14321, 11007, 40481]","[[559, 1164, 14516], [8780], [563, 2654, 5581, 21758], [22942, 8361], [693, 1209, 2087], [6953], [2056, 11007]]","[40480, 40482, 500, 3567, 3261, 28058, 240, 5539, 559, 1164, 14516, 240, 9822, 240, 715, 11868, 2525, 562, 280, 1571, 522, 1073, 2314, 3746, 40478, 40482, 9467, 500, 1444, 498, 481, 8780, 1073, 6737, 40478, 40482, 9467, 500, 21758, 240, 22942, 8361, 240, 693, 1209, 2087, 488, 6953, 40478, 40482, 5539, 240, 9822, 240, 562, 277, 2176, 522, 1073, 21758, 2864, 1435, 3746, 40478, 40482, 500, 1719, 5082, 498, 11468, 31331, 1353, 240, 5539, 11007, 562, 281, 1571, 40478, 40482, 9933, 862, 40478, 40482, 500, 3567, 3261, 28058, 240, 9423, 5040, 8780, 715, 11868, 2525, 40478, 40482, 5539, 11007, 562, 670, 281, 1571, 522, 1073, 4941, 260, 9238, 40478, 40482, 8263, 556, 21758, 31757, 40478, 40481]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",1,"[6416, 840, 7408, 1329, 7337, 6270, 3398]"
181,23926,"[40480, 5867, 556, 1848, 2568, 4035, 19104, 40481]","[[5867, 6285], [17918], [10444, 6020], [8780], [1848, 2568, 4035, 22193], [21453, 1454], [3137, 15022], [3137, 20323], [3137, 13249, 7524]]","[40480, 40482, 37926, 481, 5867, 5355, 3585, 500, 17918, 488, 4835, 836, 500, 10444, 6020, 40478, 40482, 500, 246, 5523, 3261, 6847, 512, 759, 727, 702, 556, 963, 909, 40478, 40482, 4846, 481, 19414, 488, 19104, 488, 4835, 836, 5802, 2022, 40478, 40482, 4846, 481, 13249, 7524, 488, 3137, 13747, 240, 4835, 836, 562, 277, 2176, 5802, 481, 29433, 23667, 40478, 40481]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,"[1252, 2683, 5006, 840, 5634, 5035, 2807, 2757, 2832]"
183,146744,"[40480, 5867, 593, 1648, 37151, 11332, 31314, 40481]","[[5867], [21453], [2417, 978, 11332], [2104, 260, 6167, 19811], [6167, 20323], [593, 1648, 37151, 6821], [3572, 22339, 12304]]","[40480, 40482, 729, 2525, 10906, 485, 43, 8393, 250, 40478, 40482, 500, 246, 5523, 260, 3261, 28058, 240, 9467, 5539, 481, 5867, 668, 1073, 507, 2864, 1454, 40478, 40482, 4846, 481, 21453, 240, 11332, 240, 19811, 488, 20323, 40478, 40482, 3423, 485, 9467, 5539, 1073, 481, 19414, 640, 4941, 40478, 40482, 6018, 617, 481, 2525, 488, 851, 2548, 40478, 40482, 9467, 481, 593, 1648, 37151, 666, 481, 16000, 5867, 9019, 674, 3926, 481, 22339, 12304, 40478, 40482, 19007, 500, 481, 10906, 562, 7379, 260, 10353, 1571, 522, 1073, 481, 22102, 544, 3746, 2507, 488, 481, 4858, 544, 24564, 40478, 40481]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,"[1240, 5010, 6995, 6926, 2212, 4836, 7109]"
185,96879,"[40480, 23031, 6647, 488, 2652, 16594, 40481]","[[7496], [23031, 2287], [2507, 6444], [6020], [17918], [15473, 10166], [15473, 8361], [15341], [13249, 17, 686], [8441], [15000, 18347], [8467, 1179]]","[40480, 40482, 729, 2525, 10906, 485, 43, 8393, 37473, 1511, 982, 507, 40478, 40482, 26023, 14218, 246, 291, 702, 284, 3652, 16594, 6847, 40478, 40482, 16172, 7496, 40478, 40482, 2525, 23031, 485, 11468, 40478, 40482, 6018, 617, 2525, 488, 9467, 500, 7496, 240, 13733, 963, 862, 40478, 40482, 9467, 500, 6444, 488, 6020, 40478, 40482, 2548, 1000, 6927, 728, 16126, 40478, 40482, 9467, 2832, 16126, 1281, 488, 4846, 485, 23031, 9019, 40478, 40482, 9467, 500, 8441, 240, 18347, 488, 7327, 40478, 40482, 9082, 22306, 666, 6847, 40478, 40482, 19007, 670, 277, 2088, 1073, 5409, 8796, 1256, 40478, 40482, 2548, 504, 246, 8967, 562, 7379, 1571, 674, 6018, 617, 6847, 488, 5507, 40478, 40482, 2961, 10308, 781, 13292, 40478, 40481]","[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,"[2085, 1640, 800, 4987, 2683, 335, 332, 1511, 4267, 2499, 7470, 5298]"
186,96934,"[40480, 35229, 23031, 5409, 40481]","[[17918], [6444], [6953], [20613], [15473, 10166], [7424, 745], [35229, 260, 23031], [6796, 5940], [13134, 29917], [6812], [7327], [36374, 3388, 650, 256, 6444], [15000]]","[40480, 40482, 23667, 17918, 240, 6444, 240, 6953, 240, 20613, 488, 15473, 10166, 40478, 40482, 500, 1220, 4835, 39587, 240, 2030, 8780, 488, 35229, 260, 23031, 485, 246, 14057, 40478, 40482, 4846, 2832, 16126, 485, 9019, 488, 674, 4846, 6796, 5940, 240, 6812, 240, 488, 29917, 40478, 40482, 19007, 500, 53, 34, 6642, 3652, 15473, 6847, 491, 43, 8393, 9378, 562, 670, 11421, 485, 15936, 1571, 522, 1073, 11249, 2572, 2323, 551, 2698, 40478, 40482, 31757, 562, 35229, 260, 23031, 5409, 271, 23667, 8780, 20613, 488, 10502, 500, 246, 1220, 4835, 39587, 488, 2030, 485, 246, 14057, 40478, 40482, 8240, 715, 6444, 488, 7087, 862, 40478, 40482, 4846, 7327, 531, 15000, 40478, 40482, 8240, 715, 5409, 1000, 843, 1845, 40478, 40481]","[1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,"[2683, 6906, 6270, 1584, 335, 4574, 1579, 869, 241, 2499, 4958, 1689, 7449]"
189,97108,"[40480, 5661, 5385, 15653, 9188, 5825, 40481]","[[3151, 12486], [6444], [13995], [5940], [5409, 1431, 523], [17918], [15473, 10166], [6953], [15473, 8361]]","[40480, 40482, 729, 2525, 10906, 485, 26641, 40478, 40482, 4914, 3151, 12486, 488, 6444, 1073, 1092, 488, 12924, 40478, 40482, 4846, 10837, 488, 4914, 833, 40478, 40482, 500, 6143, 5082, 240, 258, 2525, 5940, 485, 29102, 240, 488, 20599, 1431, 523, 40478, 40482, 8240, 5940, 9019, 666, 3151, 12486, 240, 6444, 488, 10837, 40478, 40482, 1488, 1046, 17918, 485, 925, 246, 649, 246, 5409, 17532, 30173, 40478, 40482, 9467, 500, 6953, 40478, 40482, 2454, 40478, 40482, 851, 3779, 280, 1808, 240, 9467, 500, 4761, 498, 17918, 240, 15473, 10166, 488, 8361, 485, 925, 649, 21118, 17532, 260, 3916, 1634, 40478, 40482, 2454, 488, 8658, 746, 277, 278, 280, 2088, 240, 925, 666, 12882, 911, 40478, 40482, 851, 3779, 1073, 3905, 500, 3338, 40478, 40482, 19007, 670, 7648, 260, 7379, 1571, 40478, 40482, 8658, 746, 488, 1529, 715, 284, 522, 287, 1460, 40478, 40482, 2191, 10361, 5825, 40478, 40481]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,"[6473, 6906, 5648, 4717, 7956, 2683, 335, 6270, 332]"
190,97690,"[40480, 7379, 7397, 9462, 8457, 22942, 8537, 857, 2066, 40481]","[[4334, 7961], [4334, 12395], [21453], [15022, 796, 964], [8153, 8204, 1617, 3442], [26850, 16954, 10734], [1353], [22942, 8361], [827, 6591], [6168, 4386, 504], [7, 4344, 6741, 3674], [712, 941, 3012], [6444], [563, 2654, 5581, 20613], [1055, 11, 4364], [18902, 1845, 10734], [17918], [9230, 4366]]","[40480, 40482, 500, 1719, 4835, 39587, 522, 19351, 10906, 240, 2507, 1444, 481, 5089, 40478, 40482, 8240, 811, 4739, 40478, 40482, 6018, 5089, 40478, 40482, 2507, 5040, 5089, 40478, 40482, 8240, 811, 589, 4739, 2303, 280, 3, 21, 7066, 40478, 40482, 4846, 21453, 240, 15022, 40478, 40482, 5539, 488, 9467, 1073, 4941, 40478, 40482, 4846, 5089, 488, 5040, 16126, 2303, 17918, 240, 9230, 4366, 488, 2107, 1353, 40478, 40482, 7087, 862, 40478, 40482, 2030, 485, 14057, 40478, 40482, 18115, 2525, 488, 32093, 1809, 280, 1808, 40478, 40482, 9467, 1281, 17918, 488, 9230, 4366, 40478, 40482, 4846, 2107, 1353, 40478, 40482, 7087, 862, 40478, 40482, 9467, 666, 22942, 9019, 40478, 40482, 5539, 1809, 7379, 1571, 1872, 40478, 40482, 4103, 1845, 40478, 40481]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,"[4187, 4206, 5010, 3203, 821, 7233, 7655, 1329, 2007, 692, 5108, 5168, 6906, 7406, 1795, 4479, 2683, 1831]"
191,37830,"[40480, 955, 2763, 8289, 25227, 40481]","[[589, 260, 4001, 17918], [9230, 4366], [6444], [2507, 6444], [15473, 8361], [6953], [23683, 5940], [17869, 6020], [8441], [2056, 955, 2763]]","[40480, 40482, 729, 2525, 10906, 485, 26641, 40478, 40482, 7933, 246, 7789, 19633, 6847, 556, 6913, 7933, 40478, 40482, 500, 11868, 5024, 240, 29369, 17918, 240, 9230, 4366, 240, 1109, 22722, 252, 240, 15473, 8361, 488, 6953, 40478, 40482, 500, 11868, 5024, 240, 7087, 5040, 16126, 40478, 40482, 925, 862, 500, 2832, 16126, 40478, 40482, 4846, 5940, 9019, 488, 9467, 1073, 668, 16343, 40478, 40482, 18830, 22306, 3149, 3572, 19633, 7420, 40478, 40482, 19007, 7648, 485, 7379, 1571, 240, 522, 1073, 1495, 11608, 651, 669, 4309, 1953, 40478, 40482, 851, 2548, 500, 6847, 284, 1571, 240, 688, 13943, 6195, 488, 1300, 551, 504, 8967, 488, 2548, 2055, 40478, 40481]","[1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",0,"[63, 1831, 6906, 800, 332, 6270, 6516, 7557, 2499, 3418]"
194,100877,"[40480, 11612, 5867, 488, 21758, 8294, 40481]","[[5867, 24176], [563, 2654, 5581, 21758, 5940], [3137, 16178, 3614], [5867, 5355], [14721, 7524], [28, 14769, 1922, 245, 955, 541], [3137, 25, 555, 480, 15094]]","[40480, 40482, 2030, 929, 281, 16126, 485, 14057, 500, 2262, 11868, 4835, 39587, 40478, 40482, 18115, 40478, 40482, 2525, 240, 4846, 5867, 488, 32093, 1073, 1241, 9649, 822, 240, 1927, 6641, 240, 670, 6642, 1571, 40478, 40482, 10553, 5867, 485, 3505, 40478, 40482, 2548, 40478, 40482, 6018, 5867, 1563, 488, 3549, 40478, 40482, 1892, 5089, 666, 277, 278, 280, 260, 3652, 3585, 40478, 40482, 9261, 8294, 822, 542, 2586, 666, 1220, 4835, 39587, 40478, 40482, 4846, 277, 3, 21, 3696, 14721, 7524, 488, 28, 14769, 1922, 245, 485, 8294, 488, 32093, 1073, 11197, 485, 280, 7420, 240, 670, 7379, 1571, 40478, 40482, 4846, 5867, 488, 32093, 668, 485, 2525, 822, 40478, 40482, 3301, 240, 7533, 725, 14721, 7524, 645, 10114, 40478, 40482, 36305, 8294, 666, 13714, 40478, 40482, 35009, 556, 3137, 25, 555, 480, 15094, 40478, 40481]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",2,"[1257, 7409, 2835, 1252, 4384, 1316, 2777]"
197,14054,"[40480, 10139, 2557, 5409, 40481]","[[1143, 7406], [1353], [6444], [3151, 12486], [5409, 17918], [6953], [15341], [15473, 10166], [21447, 7869], [796, 527], [7327]]","[40480, 40482, 23667, 1143, 7406, 240, 6444, 240, 277, 3026, 498, 1353, 240, 3151, 12486, 240, 6953, 296, 21298, 500, 246, 4835, 39587, 40478, 40482, 2030, 485, 246, 14057, 240, 32093, 281, 1571, 240, 9822, 6641, 240, 674, 2548, 5802, 29102, 240, 674, 4846, 481, 728, 25, 262, 498, 1353, 40478, 40482, 20599, 10166, 500, 280, 39894, 40478, 40482, 498, 1353, 240, 1233, 2913, 40478, 40482, 9467, 22804, 296, 11746, 17918, 666, 1143, 6539, 9019, 296, 2523, 1073, 3866, 40478, 40482, 4846, 13411, 10166, 1009, 40478, 40482, 673, 255, 666, 35050, 1874, 7086, 16670, 34, 291, 293, 1048, 296, 30133, 8393, 260, 20218, 6591, 40478, 40482, 491, 43, 8393, 9378, 40478, 40482, 507, 1598, 1359, 580, 9649, 500, 246, 7664, 6847, 40478, 40482, 4103, 556, 6198, 4914, 522, 19411, 23948, 40478, 40482, 23667, 281, 278, 282, 3026, 498, 2507, 6444, 277, 278, 280, 3026, 498, 1353, 277, 278, 280, 3, 3696, 6953, 500, 246, 4835, 39587, 40478, 40482, 5539, 287, 6591, 40478, 40482, 9822, 2528, 40478, 40482, 2548, 485, 29102, 488, 9467, 500, 281, 3, 21, 3696, 40478, 40482, 498, 8780, 40478, 40482, 674, 8297, 9467, 500, 11043, 278, 282, 7420, 498, 22804, 36374, 3388, 2521, 6444, 240, 4869, 1073, 3866, 40478, 40482, 9467, 500, 277, 39894, 40478, 40482, 15000, 488, 2933, 504, 5409, 40478, 40482, 512, 812, 580, 2210, 718, 870, 507, 3301, 556, 1389, 909, 16126, 40478, 40481]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",2,"[5825, 7655, 6906, 6473, 911, 6270, 1511, 335, 4964, 1563, 4958]"
198,97401,"[40480, 8304, 1845, 488, 9514, 12395, 8294, 40481]","[[5867, 6382], [4334, 12395], [15022, 488, 978, 955, 541, 16064], [37754, 10734], [1454, 11332], [8441, 20033], [9230, 789, 607], [23708, 4008], [1353, 18383], [13179], [838, 502, 8, 561, 22193], [9116, 22193], [5409, 571, 15534], [1454, 26285], [559, 1164, 6020], [6167, 1301, 27775], [5703, 2825]]","[40480, 40482, 2030, 6382, 485, 246, 32093, 40478, 40482, 4846, 37754, 10734, 240, 12395, 240, 19104, 488, 955, 541, 16064, 40478, 40482, 32093, 562, 5895, 2176, 40478, 40482, 4846, 11332, 240, 26285, 240, 23708, 12516, 240, 1353, 10083, 7327, 240, 27775, 488, 571, 15534, 40478, 40482, 32093, 284, 2176, 40478, 40482, 7087, 9230, 789, 607, 556, 280, 13020, 23028, 1353, 488, 4846, 40478, 40482, 2030, 651, 485, 32093, 488, 8240, 481, 6812, 500, 246, 963, 2808, 4642, 715, 481, 3334, 40478, 40482, 851, 1229, 562, 5895, 17150, 40478, 40482, 781, 9822, 500, 481, 559, 1164, 6020, 40478, 40482, 4103, 556, 246, 1325, 15405, 498, 17163, 5703, 6237, 40478, 40482, 249, 1359, 554, 507, 481, 12395, 488, 1529, 1101, 8441, 40478, 40481]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,"[1297, 4206, 1316, 6696, 7774, 2506, 1833, 340, 7656, 1093, 6447, 6845, 913, 7799, 6413, 2220, 6335]"
199,96188,"[40480, 32887, 12725, 14157, 40084, 12395, 40118, 40481]","[[2274, 10841, 6020], [21453], [15022], [955, 644, 818, 11332], [489, 611, 264, 955, 541], [4880, 1301, 11332], [652, 25, 3035, 11959, 10734], [4564, 7524], [19276, 10734], [1845, 10734], [30295], [3319, 6949, 6953], [12395, 40118], [10444, 6020]]","[40480, 40482, 729, 2525, 10906, 485, 43, 8393, 9378, 40478, 40482, 500, 246, 1220, 4835, 1345, 5082, 4846, 2274, 10841, 6020, 488, 4835, 836, 19414, 488, 15022, 1073, 16411, 40478, 40482, 4846, 955, 644, 818, 488, 489, 611, 264, 955, 2763, 488, 3423, 485, 5539, 1073, 955, 1024, 1759, 485, 8061, 40478, 40482, 4846, 4880, 1301, 11332, 488, 585, 27943, 556, 652, 25, 3035, 11959, 10734, 488, 4564, 7524, 40478, 40482, 18115, 1073, 4482, 485, 39161, 1144, 40478, 40482, 674, 4846, 500, 704, 3898, 19276, 10734, 240, 18115, 485, 954, 2525, 240, 488, 32093, 562, 670, 7648, 1571, 40478, 40482, 7033, 556, 1845, 10734, 240, 13249, 7524, 488, 485, 3301, 556, 6953, 40478, 40482, 9261, 19276, 10734, 488, 1233, 2913, 40478, 40482, 504, 246, 1719, 5070, 6847, 7582, 481, 12395, 40118, 556, 10444, 6020, 488, 7033, 556, 6953, 488, 4880, 11332, 40478, 40482, 14259, 500, 246, 43, 8393, 6937, 10906, 1073, 481, 9130, 7858, 544, 670, 39, 11083, 9378, 40478, 40482, 6018, 617, 10906, 488, 851, 5089, 1233, 562, 670, 284, 1571, 240, 8654, 240, 488, 3545, 267, 40478, 40481]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0]",2,"[1043, 5010, 3184, 1368, 1316, 1867, 7946, 5058, 367, 3810, 4231, 4096, 5590, 5006]"
203,130833,"[40480, 8304, 20815, 10734, 40481]","[[2545, 924], [21453], [1353], [32669, 9414], [15022], [4465, 29487, 6444], [6878, 26285], [1055, 11, 4364], [6953], [15341], [25845, 8111, 11332], [796, 527]]","[40480, 40482, 500, 1719, 2262, 4835, 39587, 240, 2030, 2545, 924, 240, 19414, 240, 1353, 240, 10848, 488, 15022, 485, 14057, 715, 11868, 2525, 40478, 40482, 2454, 240, 18115, 2525, 485, 954, 488, 32093, 240, 9822, 6641, 240, 1073, 2545, 924, 488, 19414, 640, 963, 4941, 240, 670, 6828, 1571, 40478, 40482, 3336, 822, 2044, 10404, 522, 542, 2586, 488, 2294, 485, 2698, 6847, 40478, 40482, 9467, 500, 6444, 240, 26285, 240, 1055, 11, 4364, 240, 6953, 240, 15341, 240, 11332, 488, 796, 964, 40478, 40482, 2030, 485, 14057, 240, 9822, 40478, 40482, 18115, 2525, 485, 954, 488, 32093, 1073, 9019, 6337, 30173, 498, 32301, 10734, 240, 670, 11421, 1571, 40478, 40482, 3926, 488, 8422, 17192, 40478, 40482, 4086, 500, 11468, 1353, 6133, 562, 6828, 1571, 40478, 40482, 2191, 670, 282, 7420, 40478, 40481]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,"[5510, 5010, 7655, 3269, 3184, 3355, 6082, 1795, 6270, 1511, 1119, 1563]"
